title,videoId,url,date,category
ספירת העומר - 34 ימים לעומר - יסוד שבהוד,I3lLrXI9djc,https://www.youtube.com/watch?v=I3lLrXI9djc,2024-05-28,שיעורים כלליים
ספירת העומר - 33 ימים לעומר - הוד שבהוד,u07VVpakM1A,https://www.youtube.com/watch?v=u07VVpakM1A,2024-05-28,שיעורים כלליים
ספירת העומר - 32 ימים לעומר - נצח שבהוד,Koblf-NOP74,https://www.youtube.com/watch?v=Koblf-NOP74,2024-05-28,שיעורים כלליים
המאור עיניים - פרשת בחוקותי שיעור מס' 01,Og5Ga5t8vdM,https://www.youtube.com/watch?v=Og5Ga5t8vdM,2024-05-29,שיעורים כלליים
ספירת העומר - 35 ימים לעומר - מלכות שבהוד,CyvUlBGjgBI,https://www.youtube.com/watch?v=CyvUlBGjgBI,2024-05-29,שיעורים כלליים
ספירת העומר - 36 ימים לעומר - חסד שביסוד,xjE5HA7gX1c,https://www.youtube.com/watch?v=xjE5HA7gX1c,2024-05-30,שיעורים כלליים
הרב אסף פלג הקדמה לספר הזוהר שיעור 39,NQUCUH_Rt9M,https://www.youtube.com/watch?v=NQUCUH_Rt9M,2024-05-30,שיעורים כלליים
משמר זוהר ליל שישי - פרשת בחוקותי,lR6sJ0Wl1Ds,https://www.youtube.com/watch?v=lR6sJ0Wl1Ds,2024-05-31,שיעורים כלליים
ספירת העומר - 38 ימים לעומר תפארת שביסוד,a15xLytiq5Y,https://www.youtube.com/watch?v=a15xLytiq5Y,2024-06-02,שיעורים כלליים
ספירת העומר - 37 ימים לעומר גבורה שביסוד,_VRgeBp4Kho,https://www.youtube.com/watch?v=_VRgeBp4Kho,2024-06-02,שיעורים כלליים
דרש פרשת בחוקותי,VnT7BIhQemo,https://www.youtube.com/watch?v=VnT7BIhQemo,2024-06-02,שיעורים כלליים
המאור עיניים - פרשת בחוקותי שיעור מס' 02,qHOsclrPBso,https://www.youtube.com/watch?v=qHOsclrPBso,2024-06-02,שיעורים כלליים
ספירת העומר - 41 ימים לעומר יסוד שביסוד,1EYUk2tdnBU,https://www.youtube.com/watch?v=1EYUk2tdnBU,2024-06-04,שיעורים כלליים
ספירת העומר - 40 ימים לעומר הוד שביסוד,Nl2RKLcPI7E,https://www.youtube.com/watch?v=Nl2RKLcPI7E,2024-06-04,שיעורים כלליים
אחדות עם ישראל - מפגש שאלות ותשובות מס' 1,b7xQdzsu5T4,https://www.youtube.com/watch?v=b7xQdzsu5T4,2024-06-04,שיעורים כלליים
ספירת העומר - 39 ימים לעומר נצח שביסוד,tew63y2_EI0,https://www.youtube.com/watch?v=tew63y2_EI0,2024-06-04,שיעורים כלליים
ספירת העומר - 42 ימים לעומר מלכות שביסוד,jwcPjCHn2nI,https://www.youtube.com/watch?v=jwcPjCHn2nI,2024-06-05,שיעורים כלליים
הרב אסף פלג הקדמה לספר הזוהר שיעור 40,mOLxSC3-V7E,https://www.youtube.com/watch?v=mOLxSC3-V7E,2024-06-06,שיעורים כלליים
ספירת העומר - 43 ימים לעומר חסד שמלכות,FhXw0Ab_eYA,https://www.youtube.com/watch?v=FhXw0Ab_eYA,2024-06-06,שיעורים כלליים
דרש פרשת במדבר,M0M-fBd16ls,https://www.youtube.com/watch?v=M0M-fBd16ls,2024-06-09,שיעורים כלליים
יסודות העבודה מתוך לימוד הדרש - פרשת בחוקותי נקודה מס' 5,_bsDvDcIqkE,https://www.youtube.com/watch?v=_bsDvDcIqkE,2024-06-10,יסודות העבודה מתוך לימוד הדרש
יסודות העבודה מתוך לימוד הדרש - פרשת בחוקותי נקודה מס' 4,2_0zffrbZRs,https://www.youtube.com/watch?v=2_0zffrbZRs,2024-06-10,יסודות העבודה מתוך לימוד הדרש
יסודות העבודה מתוך לימוד הדרש - פרשת בחוקותי נקודה מס' 3,TB4zaXc5eZA,https://www.youtube.com/watch?v=TB4zaXc5eZA,2024-06-10,יסודות העבודה מתוך לימוד הדרש
מפגש ראש חודש סיון,qPXjr7AeWCU,https://www.youtube.com/watch?v=qPXjr7AeWCU,2024-06-10,שיעורים כלליים
ספירת העומר - 47 ימים לעומר הוד שמלכות,uidsUntjWPI,https://www.youtube.com/watch?v=uidsUntjWPI,2024-06-10,שיעורים כלליים
ספירת העומר - 46 ימים לעומר נצח שמלכות,hgMSeHXlvac,https://www.youtube.com/watch?v=hgMSeHXlvac,2024-06-10,שיעורים כלליים
ספירת העומר - 45 ימים לעומר תפארת שמלכות,zYwpiDhypkk,https://www.youtube.com/watch?v=zYwpiDhypkk,2024-06-10,שיעורים כלליים
ספירת העומר - 44 ימים לעומר גבורה שמלכות,9MxCqEOflew,https://www.youtube.com/watch?v=9MxCqEOflew,2024-06-10,שיעורים כלליים
דרש שבועות,BjeITcKbEpo,https://www.youtube.com/watch?v=BjeITcKbEpo,2024-06-13,שיעורים כלליים
יסודות העבודה מתוך לימוד הדרש - פרשת במדבר נקודה מס' 1,45BnvPb6PTU,https://www.youtube.com/watch?v=45BnvPb6PTU,2024-06-13,יסודות העבודה מתוך לימוד הדרש
ספירת העומר - 49 ימים לעומר מלכות שמלכות,C3m_62kB_r8,https://www.youtube.com/watch?v=C3m_62kB_r8,2024-06-13,שיעורים כלליים
ספירת העומר - 48 ימים לעומר יסוד שמלכות,df0g7xibxPI,https://www.youtube.com/watch?v=df0g7xibxPI,2024-06-13,שיעורים כלליים
דרש פרשת נשא,i9PRRju2SR4,https://www.youtube.com/watch?v=i9PRRju2SR4,2024-06-16,שיעורים כלליים
יסודות העבודה מתוך לימוד הדרש - פרשת במדבר נקודה מס' 6 ו 7,DbKdM517Cpg,https://www.youtube.com/watch?v=DbKdM517Cpg,2024-06-16,יסודות העבודה מתוך לימוד הדרש
"יסודות העבודה מתוך לימוד הדרש - פרשת במדבר נקודה מס' 3,4,5",5XAnkR8rt3o,https://www.youtube.com/watch?v=5XAnkR8rt3o,2024-06-16,יסודות העבודה מתוך לימוד הדרש
המאור עיניים - פרשת בהעלותך שיעור מס' 01,MyIkvIz0qVA,https://www.youtube.com/watch?v=MyIkvIz0qVA,2024-06-18,שיעורים כלליים
יסודות העבודה מתוך לימוד הדרש - פרשת נשא נקודה מס' 2,oPklvVUJNkU,https://www.youtube.com/watch?v=oPklvVUJNkU,2024-06-18,יסודות העבודה מתוך לימוד הדרש
יסודות העבודה מתוך לימוד הדרש - פרשת נשא נקודה מס' 1,cZ-C_HjtHNs,https://www.youtube.com/watch?v=cZ-C_HjtHNs,2024-06-18,יסודות העבודה מתוך לימוד הדרש
